Cell type	Mark	Array	Control	Treat
MG63	H3K9me3	ct_13_17	6	22
MG63	H3K9me3	ct_13_18	95	341
MG63	H3K9me3	ct_13_19	126	250
MG63	H3K9me3	ct_13_20	2	8
MG63	H3K9me3	ct_13_21	72	168
MG63	H3K9me3	ct_13_22	72	193
MG63	H3K9me3	ct_13_23	62	172
MG63	H3K9me3	ct_13_24	2	2
MG63	H3K9me3	ct_13_25	1468	2952
MG63	H3K9me3	ct_13_26	2	6
MG63	H3K9me3	ct_13_27	26	40
MG63	H3K9me3	ct_13_28	2	6
MG63	H3K9me3	ct_13_29	25	38
MG63	H3K9me3	ct_13_30	416	924
MG63	H3K9me3	ct_13_31	599	1486
MG63	H3K9me3	ct_13_32	278	820
MG63	H3K9me3	ct_13_33	453	884
MG63	H3K9me3	ct_13_34	150	242
MG63	H3K9me3	ct_13_35	2399	4733
MG63	H3K9me3	ct_13_36	2534	4566
MG63	H3K9me3	ct_13_37	668	1464
MG63	H3K9me3	ct_13_38	174	332
MG63	H3K9me3	ct_13_39	14	30
MG63	H3K9me3	ct_13_40	46	122
MG63	H3K9me3	ct_13_41	3257	6334
MG63	H3K9me3	ct_13_42	3079	6233
MG63	H3K9me3	ct_13_43	2368	6336
MG63	H3K9me3	ct_13_44	5554	11199
MG63	H3K9me3	ct_13_45	857	1643
MG63	H3K9me3	ct_13_46	3974	7088
MG63	H3K9me3	ct_13_47	80726	151700
MG63	H3K9me3	ct_13_48(q_arm)	74655	158103
MG63	H3K9me3	ct_14_1	24	67
MG63	H3K9me3	ct_14_2	331	548
MG63	H3K9me3	ct_14_3	1747	3804
MG63	H3K9me3	ct_14_4-DJ14	1302	2795
MG63	H3K9me3	ct_14_5-DJ14	58	64
MG63	H3K9me3	ct_14_6-DJ14	741	1213
MG63	H3K9me3	ct_14_7-DJ14	49	68
MG63	H3K9me3	ct_14_8-DJ14	314	652
MG63	H3K9me3	ct_14_9-DJ14	7	30
MG63	H3K9me3	ct_14_10-DJ14	160	343
MG63	H3K9me3	ct_14_11-DJ14	112	264
MG63	H3K9me3	ct_14_13-DJ14	190	326
MG63	H3K9me3	ct_14_14-DJ14	666	1115
MG63	H3K9me3	ct_14_15-PJ14	1285	3363
MG63	H3K9me3	ct_14_16-PJ14	771	1745
MG63	H3K9me3	ct_14_17-PJ14	129	199
MG63	H3K9me3	ct_14_18-PJ14	1756	3001
MG63	H3K9me3	ct_14_19-PJ14	707	1507
MG63	H3K9me3	ct_14_20	210	455
MG63	H3K9me3	ct_14_21	1756	3490
MG63	H3K9me3	ct_14_22	1761	4523
MG63	H3K9me3	ct_14_23	403	965
MG63	H3K9me3	ct_14_24	562	1186
MG63	H3K9me3	ct_14_25	433	850
MG63	H3K9me3	ct_14_27	950	1834
MG63	H3K9me3	ct_14_28	2498	4952
MG63	H3K9me3	ct_14_29	894	1665
MG63	H3K9me3	ct_14_26	10084	23891
MG63	H3K9me3	ct_14_30	8289	17816
MG63	H3K9me3	ct_14_31	2437	4651
MG63	H3K9me3	ct_14_32	2680	5308
MG63	H3K9me3	ct_14_33	76	118
MG63	H3K9me3	ct_14_34	72	132
MG63	H3K9me3	ct_14_35	406	534
MG63	H3K9me3	ct_14_36	20	24
MG63	H3K9me3	ct_14_37	144	324
MG63	H3K9me3	ct_14_38	35	102
MG63	H3K9me3	ct_14_39	516	1248
MG63	H3K9me3	ct_14_40	772	1870
MG63	H3K9me3	ct_14_41	168	367
MG63	H3K9me3	ct_14_42	303	774
MG63	H3K9me3	ct_14_43	1698	4149
MG63	H3K9me3	ct_14_44	1200	2759
MG63	H3K9me3	ct_14_45	3101	6257
MG63	H3K9me3	ct_14_46	2422	4925
MG63	H3K9me3	ct_14_47	161	321
MG63	H3K9me3	ct_14_48	2127	4044
MG63	H3K9me3	ct_14_49	130	592
MG63	H3K9me3	ct_14_50	473	1282
MG63	H3K9me3	ct_14_51	949	2280
MG63	H3K9me3	ct_14_52	430	969
MG63	H3K9me3	ct_14_53	997	2218
MG63	H3K9me3	ct_14_54	1367	3314
MG63	H3K9me3	ct_14_55	3982	7631
MG63	H3K9me3	ct_14_56	2137	4694
MG63	H3K9me3	ct_14_57	4222	9126
MG63	H3K9me3	ct_14_58	1009	2146
MG63	H3K9me3	ct_14_59	1002	2090
MG63	H3K9me3	ct_14_60	322	802
MG63	H3K9me3	ct_14_61	450	877
MG63	H3K9me3	ct_14_62	342	943
MG63	H3K9me3	ct_14_63	1687	4110
MG63	H3K9me3	ct_14_64	95	263
MG63	H3K9me3	ct_14_65	568	1491
MG63	H3K9me3	ct_14_66	369	1277
MG63	H3K9me3	ct_14_67	184	764
MG63	H3K9me3	ct_14_68	430	1210
MG63	H3K9me3	ct_14_69	542	1072
MG63	H3K9me3	ct_14_70	1050	2662
MG63	H3K9me3	ct_14_71	339	905
MG63	H3K9me3	ct_14_72	2811	5569
MG63	H3K9me3	ct_14_73	1492	3204
MG63	H3K9me3	ct_14_74	849	1851
MG63	H3K9me3	ct_14_75	296	778
MG63	H3K9me3	ct_14_76(q_arm)	90229	175161
MG63	H3K9me3	ct_15_1	76	172
MG63	H3K9me3	ct_15_4	10	10
MG63	H3K9me3	ct_15_5	118	194
MG63	H3K9me3	ct_15_6-DJ15	81	154
MG63	H3K9me3	ct_15_8-DJ15	32	28
MG63	H3K9me3	ct_15_10-DJ15	16	54
MG63	H3K9me3	ct_15_11-DJ15	190	387
MG63	H3K9me3	ct_15_12-DJ15	426	922
MG63	H3K9me3	ct_15_13-DJ15	23	57
MG63	H3K9me3	ct_15_14-DJ15	1227	2516
MG63	H3K9me3	ct_15_15-DJ15	88	192
MG63	H3K9me3	ct_15_16-PJ15	8	14
MG63	H3K9me3	ct_15_19-PJ15	2	2
MG63	H3K9me3	ct_15_20-PJ15	4	8
MG63	H3K9me3	ct_15_21	2	6
MG63	H3K9me3	ct_15_22	2896	5206
MG63	H3K9me3	ct_15_23	1862	4361
MG63	H3K9me3	ct_15_24	2596	6140
MG63	H3K9me3	ct_15_25	792	2498
MG63	H3K9me3	ct_15_26	6617	15516
MG63	H3K9me3	ct_15_27	398	881
MG63	H3K9me3	ct_15_28	2995	7927
MG63	H3K9me3	ct_15_29	828	3033
MG63	H3K9me3	ct_15_30	2575	6769
MG63	H3K9me3	ct_15_31	2941	7692
MG63	H3K9me3	ct_15_32	1643	3510
MG63	H3K9me3	ct_15_33	1312	2923
MG63	H3K9me3	ct_15_34	2319	5659
MG63	H3K9me3	ct_15_35	59858	117472
MG63	H3K9me3	ct_15_36	37170	69496
MG63	H3K9me3	ct_15_37(q_arm)	4470	10223
MG63	H3K9me3	ct_16_1(p_arm)	64605	147398
MG63	H3K9me3	ct_16_2	206	570
MG63	H3K9me3	ct_16_3	158	323
MG63	H3K9me3	ct_16_4	2	15
MG63	H3K9me3	ct_16_5	249	684
MG63	H3K9me3	ct_16_6	1708	4501
MG63	H3K9me3	ct_16_7	36	115
MG63	H3K9me3	ct_16_8	34	131
MG63	H3K9me3	ct_16_9	838	2236
MG63	H3K9me3	ct_16_10	117	360
MG63	H3K9me3	ct_16_11	44	142
MG63	H3K9me3	ct_16_12	521	1096
MG63	H3K9me3	ct_16_13	614	1395
MG63	H3K9me3	ct_16_14	2697	5625
MG63	H3K9me3	ct_16_15	601	1620
MG63	H3K9me3	ct_16_16	406	869
MG63	H3K9me3	ct_16_17	112	144
MG63	H3K9me3	ct_16_18	73	199
MG63	H3K9me3	ct_16_19	106	238
MG63	H3K9me3	ct_16_20	306	697
MG63	H3K9me3	ct_16_21	1832	3566
MG63	H3K9me3	ct_16_22	918	1989
MG63	H3K9me3	ct_16_23	255	580
MG63	H3K9me3	ct_16_24	478	925
MG63	H3K9me3	ct_16_25	124	292
MG63	H3K9me3	ct_16_26	40	152
MG63	H3K9me3	ct_16_27	368	933
MG63	H3K9me3	ct_16_28	6	50
MG63	H3K9me3	ct_16_29	777	1894
MG63	H3K9me3	ct_16_30	255	601
MG63	H3K9me3	ct_16_31	330	868
MG63	H3K9me3	ct_16_32	103	364
MG63	H3K9me3	ct_16_33	107	332
MG63	H3K9me3	ct_16_34	8490	16705
MG63	H3K9me3	ct_16_35	3679	6997
MG63	H3K9me3	ct_16_36	1719	4090
MG63	H3K9me3	ct_16_37	554	1231
MG63	H3K9me3	ct_16_38	637	1715
MG63	H3K9me3	ct_16_39	857	2463
MG63	H3K9me3	ct_16_40	74	250
MG63	H3K9me3	ct_16_41	521	1209
MG63	H3K9me3	ct_16_42	493	1255
MG63	H3K9me3	ct_16_43	430	923
MG63	H3K9me3	ct_16_44	218	641
MG63	H3K9me3	ct_16_45	2	27
MG63	H3K9me3	ct_16_46	2590	5765
MG63	H3K9me3	ct_16_47	6	40
MG63	H3K9me3	ct_16_48	196	467
MG63	H3K9me3	ct_16_49	191	436
MG63	H3K9me3	ct_16_50	1501	3641
MG63	H3K9me3	ct_16_51	539	1130
MG63	H3K9me3	ct_16_52	626	1355
MG63	H3K9me3	ct_16_53	929	1865
MG63	H3K9me3	ct_16_54	399	998
MG63	H3K9me3	ct_16_55	1166	2170
MG63	H3K9me3	ct_16_56	731	1391
MG63	H3K9me3	ct_16_57	336	583
MG63	H3K9me3	ct_16_58	2620	5213
MG63	H3K9me3	ct_16_59	3709	8006
MG63	H3K9me3	ct_16_60	69	127
MG63	H3K9me3	ct_16_61	463	849
MG63	H3K9me3	ct_16_62	478	1007
MG63	H3K9me3	ct_16_63	1794	3343
MG63	H3K9me3	ct_16_64	550	1095
MG63	H3K9me3	ct_16_65	538	1146
MG63	H3K9me3	ct_16_66	162	437
MG63	H3K9me3	ct_16_67	1454	2735
MG63	H3K9me3	ct_16_68(q_arm)	123165	237614
MG63	H3K9me3	ct_17_1(p_arm)	34624	62736
MG63	H3K9me3	ct_17_2	30566	60422
MG63	H3K9me3	ct_17_3	104	174
MG63	H3K9me3	ct_17_4	289	370
MG63	H3K9me3	ct_17_5	1594	2889
MG63	H3K9me3	ct_17_6	85	129
MG63	H3K9me3	ct_17_7	56	119
MG63	H3K9me3	ct_17_8	1378	2625
MG63	H3K9me3	ct_17_9	70	166
MG63	H3K9me3	ct_17_10	288	681
MG63	H3K9me3	ct_17_11	215	421
MG63	H3K9me3	ct_17_12	59	169
MG63	H3K9me3	ct_17_13	42	182
MG63	H3K9me3	ct_17_14	291	555
MG63	H3K9me3	ct_17_15	263	534
MG63	H3K9me3	ct_17_16	673	1251
MG63	H3K9me3	ct_17_17	147	269
MG63	H3K9me3	ct_17_18	4773	8704
MG63	H3K9me3	ct_17_19	563	1046
MG63	H3K9me3	ct_17_20	54	90
MG63	H3K9me3	ct_17_21	23	18
MG63	H3K9me3	ct_17_22	1185	2463
MG63	H3K9me3	ct_17_23	541	970
MG63	H3K9me3	ct_17_26	678	1207
MG63	H3K9me3	ct_17_27	1328	3198
MG63	H3K9me3	ct_17_28	174	487
MG63	H3K9me3	ct_17_29	195	689
MG63	H3K9me3	ct_17_30	8336	16970
MG63	H3K9me3	ct_17_31(q_arm)	192080	340810
MG63	H3K9me3	ct_18_1(p_arm)	14281	31232
MG63	H3K9me3	ct_18_2	4117	8086
MG63	H3K9me3	ct_18_3	88915	185088
MG63	H3K9me3	ct_18_4	1817	3790
MG63	H3K9me3	ct_18_5	22350	57822
MG63	H3K9me3	ct_18_6	5242	11354
MG63	H3K9me3	ct_18_7	1232	2797
MG63	H3K9me3	ct_18_8	1102	2984
MG63	H3K9me3	ct_18_9	4012	10563
MG63	H3K9me3	ct_18_10(q_arm)	162180	311031
MG63	H3K9me3	ct_19_1(p_arm)	11130	29791
MG63	H3K9me3	ct_19_2	260	604
MG63	H3K9me3	ct_19_3	44354	140253
MG63	H3K9me3	ct_19_4	1177	3926
MG63	H3K9me3	ct_19_5	11157	35222
MG63	H3K9me3	ct_19_6	1709	5802
MG63	H3K9me3	ct_19_7	4646	15072
MG63	H3K9me3	ct_19_8	394	1112
MG63	H3K9me3	ct_19_9	124	482
MG63	H3K9me3	ct_19_10	118	421
MG63	H3K9me3	ct_19_11	52	146
MG63	H3K9me3	ct_19_12	52	195
MG63	H3K9me3	ct_19_13	43	196
MG63	H3K9me3	ct_19_14	1705	6147
MG63	H3K9me3	ct_19_15	54	183
MG63	H3K9me3	ct_19_16	1420	4948
MG63	H3K9me3	ct_19_17	1837	7028
MG63	H3K9me3	ct_19_18	66	298
MG63	H3K9me3	ct_19_19	1018	3770
MG63	H3K9me3	ct_19_20	5803	22159
MG63	H3K9me3	ct_19_21	1085	4101
MG63	H3K9me3	ct_19_22	1371	5405
MG63	H3K9me3	ct_19_23	1392	5658
MG63	H3K9me3	ct_19_24	170	620
MG63	H3K9me3	ct_19_25	408	1578
MG63	H3K9me3	ct_19_26	3035	11569
MG63	H3K9me3	ct_19_27	717	2169
MG63	H3K9me3	ct_19_28	1780	8255
MG63	H3K9me3	ct_19_29	805	2650
MG63	H3K9me3	ct_19_30	1167	2844
MG63	H3K9me3	ct_19_31	48	171
MG63	H3K9me3	ct_19_32	168	524
MG63	H3K9me3	ct_19_33	229	764
MG63	H3K9me3	ct_19_34	1773	6314
MG63	H3K9me3	ct_19_35	599	2527
MG63	H3K9me3	ct_19_36	1500	4909
MG63	H3K9me3	ct_19_37	1686	5965
MG63	H3K9me3	ct_19_38	1504	5049
MG63	H3K9me3	ct_19_39	918	2902
MG63	H3K9me3	ct_19_40	2443	8963
MG63	H3K9me3	ct_19_41	86	406
MG63	H3K9me3	ct_19_42	92	342
MG63	H3K9me3	ct_19_43	229	445
MG63	H3K9me3	ct_19_44	3705	10715
MG63	H3K9me3	ct_19_45	237	976
MG63	H3K9me3	ct_19_46(q_arm)	161096	334095
MG63	H3K9me3	ct_20_1(p_arm)	88379	176334
MG63	H3K9me3	ct_20_2	206	357
MG63	H3K9me3	ct_20_3	2354	4043
MG63	H3K9me3	ct_20_4	2157	3667
MG63	H3K9me3	ct_20_5	521	843
MG63	H3K9me3	ct_20_6	4161	7921
MG63	H3K9me3	ct_20_7	493	898
MG63	H3K9me3	ct_20_8	34	107
MG63	H3K9me3	ct_20_9	3251	7023
MG63	H3K9me3	ct_20_10	10	22
MG63	H3K9me3	ct_20_11	2265	5031
MG63	H3K9me3	ct_20_12	590	1385
MG63	H3K9me3	ct_20_13	703	2061
MG63	H3K9me3	ct_20_14	2599	5292
MG63	H3K9me3	ct_20_15	311	557
MG63	H3K9me3	ct_20_16	403	785
MG63	H3K9me3	ct_20_17	2565	5182
MG63	H3K9me3	ct_20_18	71	133
MG63	H3K9me3	ct_20_19	487	867
MG63	H3K9me3	ct_20_20	338	540
MG63	H3K9me3	ct_20_21	2925	6180
MG63	H3K9me3	ct_20_22	2938	6283
MG63	H3K9me3	ct_20_23	1003	1859
MG63	H3K9me3	ct_20_24	2738	5082
MG63	H3K9me3	ct_20_25	501	1535
MG63	H3K9me3	ct_20_26	2262	5105
MG63	H3K9me3	ct_20_27	678	1239
MG63	H3K9me3	ct_20_28	3243	6703
MG63	H3K9me3	ct_20_29	672	1252
MG63	H3K9me3	ct_20_30	2859	5143
MG63	H3K9me3	ct_20_31	507	1202
MG63	H3K9me3	ct_20_32	2096	4326
MG63	H3K9me3	ct_20_33	276	591
MG63	H3K9me3	ct_20_34	3673	7951
MG63	H3K9me3	ct_20_35	53726	93239
MG63	H3K9me3	ct_20_36	88129	159651
MG63	H3K9me3	ct_20_37(q_arm)	38645	67878
MG63	H3K9me3	ct_21_1	201	471
MG63	H3K9me3	ct_21_3	36	102
MG63	H3K9me3	ct_21_4	655	1099
MG63	H3K9me3	ct_21_5	670	1485
MG63	H3K9me3	ct_21_6	407	1016
MG63	H3K9me3	ct_21_7	1974	4029
MG63	H3K9me3	ct_21_8-DJ21	438	1073
MG63	H3K9me3	ct_21_9-DJ21	4	18
MG63	H3K9me3	ct_21_10-DJ21	420	629
MG63	H3K9me3	ct_21_11-DJ21	32	53
MG63	H3K9me3	ct_21_12-DJ21	208	377
MG63	H3K9me3	ct_21_13-DJ21	2	3
MG63	H3K9me3	ct_21_14-DJ21	8	10
MG63	H3K9me3	ct_21_15-DJ21	120	286
MG63	H3K9me3	ct_21_16-DJ21	20	18
MG63	H3K9me3	ct_21_18-DJ21	288	507
MG63	H3K9me3	ct_21_19-DJ21	88	170
MG63	H3K9me3	ct_21_20-DJ21	48	91
MG63	H3K9me3	ct_21_21-DJ21	2016	3752
MG63	H3K9me3	ct_21_22-DJ21	185	418
MG63	H3K9me3	ct_21_23-PJ21	27	72
MG63	H3K9me3	ct_21_24-PJ21	1296	3509
MG63	H3K9me3	ct_21_25-PJ21	40	97
MG63	H3K9me3	ct_21_26-PJ21	166	336
MG63	H3K9me3	ct_21_27-PJ21	1	1
MG63	H3K9me3	ct_21_28-PJ21	542	1142
MG63	H3K9me3	ct_21_29	1115	2324
MG63	H3K9me3	ct_21_30	480	828
MG63	H3K9me3	ct_21_31	96	174
MG63	H3K9me3	ct_21_32	38	98
MG63	H3K9me3	ct_21_33	56	128
MG63	H3K9me3	ct_21_34	88	277
MG63	H3K9me3	ct_21_36	318	984
MG63	H3K9me3	ct_21_37	54	102
MG63	H3K9me3	ct_21_38	829	1516
MG63	H3K9me3	ct_21_39	241	412
MG63	H3K9me3	ct_21_40	549	1113
MG63	H3K9me3	ct_21_41	16	40
MG63	H3K9me3	ct_21_42	10	32
MG63	H3K9me3	ct_21_43	102	221
MG63	H3K9me3	ct_21_44	6	6
MG63	H3K9me3	ct_21_45	38	88
MG63	H3K9me3	ct_21_46	34	20
MG63	H3K9me3	ct_21_47	89	220
MG63	H3K9me3	ct_21_48	362	665
MG63	H3K9me3	ct_21_49	8	16
MG63	H3K9me3	ct_21_50	12	12
MG63	H3K9me3	ct_21_52	10	30
MG63	H3K9me3	ct_21_53	632	1698
MG63	H3K9me3	ct_21_54	148	366
MG63	H3K9me3	ct_21_55	244	806
MG63	H3K9me3	ct_21_56	1105	2196
MG63	H3K9me3	ct_21_57	256	476
MG63	H3K9me3	ct_21_58	2143	4734
MG63	H3K9me3	ct_21_59	4971	9303
MG63	H3K9me3	ct_21_60	1394	2499
MG63	H3K9me3	ct_21_61	1254	3000
MG63	H3K9me3	ct_21_62	135	334
MG63	H3K9me3	ct_21_63	26	100
MG63	H3K9me3	ct_21_64	4107	9483
MG63	H3K9me3	ct_21_65	3199	9472
MG63	H3K9me3	ct_21_66	25331	62274
MG63	H3K9me3	ct_21_67	1536	3024
MG63	H3K9me3	ct_21_68	6411	12720
MG63	H3K9me3	ct_21_69(q_arm)	166426	337356
MG63	H3K9me3	ct_22_1	218	530
MG63	H3K9me3	ct_22_3	22	60
MG63	H3K9me3	ct_22_4	48	128
MG63	H3K9me3	ct_22_5	87	124
MG63	H3K9me3	ct_22_6-DJ22	337	784
MG63	H3K9me3	ct_22_8-DJ22	39	82
MG63	H3K9me3	ct_22_9-DJ22	1	2
MG63	H3K9me3	ct_22_10-DJ22	258	430
MG63	H3K9me3	ct_22_11-DJ22	20	40
MG63	H3K9me3	ct_22_12-DJ22	675	1950
MG63	H3K9me3	ct_22_13-DJ22	538	1093
MG63	H3K9me3	ct_22_14-DJ22	1738	3639
MG63	H3K9me3	ct_22_15-DJ22	178	336
MG63	H3K9me3	ct_22_16-DJ22	10	26
MG63	H3K9me3	ct_22_17-DJ22	350	594
MG63	H3K9me3	ct_22_18-DJ22	1086	2172
MG63	H3K9me3	ct_22_19-PJ22	2	1
MG63	H3K9me3	ct_22_20-PJ22	472	1192
MG63	H3K9me3	ct_22_21-PJ22	24	69
MG63	H3K9me3	ct_22_22-PJ22	1244	2349
MG63	H3K9me3	ct_22_23-PJ22	4125	8909
MG63	H3K9me3	ct_22_24	10896	23425
MG63	H3K9me3	ct_22_25	5517	10419
MG63	H3K9me3	ct_22_26	313	614
MG63	H3K9me3	ct_22_27	1916	3682
MG63	H3K9me3	ct_22_28	2902	5815
MG63	H3K9me3	ct_22_29	1360	2227
MG63	H3K9me3	ct_22_30	2760	5578
MG63	H3K9me3	ct_22_31	1944	3208
MG63	H3K9me3	ct_22_32	485	1379
MG63	H3K9me3	ct_22_33	151	328
MG63	H3K9me3	ct_22_34	94	216
MG63	H3K9me3	ct_22_35	210	405
MG63	H3K9me3	ct_22_36	332	608
MG63	H3K9me3	ct_22_37	2	4
MG63	H3K9me3	ct_22_38	988	1781
MG63	H3K9me3	ct_22_39	170	400
MG63	H3K9me3	ct_22_40	225	525
MG63	H3K9me3	ct_22_41	1026	2500
MG63	H3K9me3	ct_22_42	8	18
MG63	H3K9me3	ct_22_43	44	168
MG63	H3K9me3	ct_22_44	34	136
MG63	H3K9me3	ct_22_45	16	62
MG63	H3K9me3	ct_22_46	101	239
MG63	H3K9me3	ct_22_47	440	916
MG63	H3K9me3	ct_22_48	2183	4489
MG63	H3K9me3	ct_22_49	984	1757
MG63	H3K9me3	ct_22_50	446	719
MG63	H3K9me3	ct_22_51	2072	4308
MG63	H3K9me3	ct_22_52	4	17
MG63	H3K9me3	ct_22_53	575	970
MG63	H3K9me3	ct_22_54	54	122
MG63	H3K9me3	ct_22_55	1241	3203
MG63	H3K9me3	ct_22_56	816	2602
MG63	H3K9me3	ct_22_57	900	2281
MG63	H3K9me3	ct_22_58	30	96
MG63	H3K9me3	ct_22_59	26	90
MG63	H3K9me3	ct_22_60	174	372
MG63	H3K9me3	ct_22_61	14	42
MG63	H3K9me3	ct_22_62	61	126
MG63	H3K9me3	ct_22_63	6	25
MG63	H3K9me3	ct_22_64	108	300
MG63	H3K9me3	ct_22_65	2483	4920
MG63	H3K9me3	ct_22_66	511	904
MG63	H3K9me3	ct_22_67	776	1529
MG63	H3K9me3	ct_22_68	1332	2555
MG63	H3K9me3	ct_22_69	337	717
MG63	H3K9me3	ct_22_70	2718	5440
MG63	H3K9me3	ct_22_71	2342	4715
MG63	H3K9me3	ct_22_72	1348	2972
MG63	H3K9me3	ct_22_73	901	1750
MG63	H3K9me3	ct_22_74	214	583
MG63	H3K9me3	ct_22_75	358	727
MG63	H3K9me3	ct_22_76	400	1062
MG63	H3K9me3	ct_22_77	1514	3936
MG63	H3K9me3	ct_22_78	75	176
MG63	H3K9me3	ct_22_79	311	680
MG63	H3K9me3	ct_22_80	145	318
MG63	H3K9me3	ct_22_81	286	739
MG63	H3K9me3	ct_22_82	25	68
MG63	H3K9me3	ct_22_83	86	250
MG63	H3K9me3	ct_22_84	285	1016
MG63	H3K9me3	ct_22_85	226	610
MG63	H3K9me3	ct_22_86	342	802
MG63	H3K9me3	ct_22_87	706	1764
MG63	H3K9me3	ct_22_88	1599	3972
MG63	H3K9me3	ct_22_89	432	1212
MG63	H3K9me3	ct_22_90	3650	7038
MG63	H3K9me3	ct_22_91	1457	3150
MG63	H3K9me3	ct_22_92	762	1917
MG63	H3K9me3	ct_22_93	3879	10076
MG63	H3K9me3	ct_22_94	677	1856
MG63	H3K9me3	ct_22_95	595	1393
MG63	H3K9me3	ct_22_96	718	1899
MG63	H3K9me3	ct_22_97	166	423
MG63	H3K9me3	ct_22_98	12191	27612
MG63	H3K9me3	ct_22_99	46021	83364
MG63	H3K9me3	ct_22_100	3404	6096
MG63	H3K9me3	ct_22_101	651	1213
MG63	H3K9me3	ct_22_102	24266	43684
MG63	H3K9me3	ct_22_103(q_arm)	17755	29949
MG63	H3K9me3	ct_X_1(p_arm)	77900	169693
MG63	H3K9me3	ct_X_2	48	144
MG63	H3K9me3	ct_X_3(q_arm)	80221	184932
BE2C	H3K9me3	ct_1_1(p_arm)	146281	334231
BE2C	H3K9me3	ct_1_2	7137	17873
BE2C	H3K9me3	ct_1_3	50	166
BE2C	H3K9me3	ct_1_4	43	256
BE2C	H3K9me3	ct_1_5	906	2443
BE2C	H3K9me3	ct_1_6	774	2700
BE2C	H3K9me3	ct_1_7	912	3296
BE2C	H3K9me3	ct_1_8	127	555
BE2C	H3K9me3	ct_1_9	555	1721
BE2C	H3K9me3	ct_1_10	89	237
BE2C	H3K9me3	ct_1_11	1362	4025
BE2C	H3K9me3	ct_1_12	501	1847
BE2C	H3K9me3	ct_1_13	382	1189
BE2C	H3K9me3	ct_1_14	3289	10253
BE2C	H3K9me3	ct_1_15	52	292
BE2C	H3K9me3	ct_1_16	91	280
BE2C	H3K9me3	ct_1_17	1189	3798
BE2C	H3K9me3	ct_1_18	535	1703
BE2C	H3K9me3	ct_1_19	723	2327
BE2C	H3K9me3	ct_1_20	81	270
BE2C	H3K9me3	ct_1_21	12	42
BE2C	H3K9me3	ct_1_22	616	1364
BE2C	H3K9me3	ct_1_23	692	1568
BE2C	H3K9me3	ct_1_24	1294	3586
BE2C	H3K9me3	ct_1_25	631	1300
BE2C	H3K9me3	ct_1_26	12562	30024
BE2C	H3K9me3	ct_1_27	1500	3668
BE2C	H3K9me3	ct_1_28	6686	14054
BE2C	H3K9me3	ct_1_29	1624	4245
BE2C	H3K9me3	ct_1_30(q_arm)	72906	160579
BE2C	H3K9me3	ct_2_1(p_arm)	22801	51129
BE2C	H3K9me3	ct_2_2	30549	68704
BE2C	H3K9me3	ct_2_5	768	1752
BE2C	H3K9me3	ct_2_6	85	174
BE2C	H3K9me3	ct_2_7	2	6
BE2C	H3K9me3	ct_2_11	8	26
BE2C	H3K9me3	ct_2_12	8	20
BE2C	H3K9me3	ct_2_13	881	1875
BE2C	H3K9me3	ct_2_15	5371	12024
BE2C	H3K9me3	ct_2_16	227	464
BE2C	H3K9me3	ct_2_17	218	384
BE2C	H3K9me3	ct_2_18	122	291
BE2C	H3K9me3	ct_2_19	105	230
BE2C	H3K9me3	ct_2_20	83	203
BE2C	H3K9me3	ct_2_21	100	265
BE2C	H3K9me3	ct_2_22	2862	6930
BE2C	H3K9me3	ct_2_23	2946	6780
BE2C	H3K9me3	ct_2_24	30	88
BE2C	H3K9me3	ct_2_25	233	529
BE2C	H3K9me3	ct_2_26	89	158
BE2C	H3K9me3	ct_2_27	241	552
BE2C	H3K9me3	ct_2_29	17	25
BE2C	H3K9me3	ct_2_30	10	18
BE2C	H3K9me3	ct_2_31	14	28
BE2C	H3K9me3	ct_2_32	198	445
BE2C	H3K9me3	ct_2_33	3118	7031
BE2C	H3K9me3	ct_2_34	370	868
BE2C	H3K9me3	ct_2_35	1864	3900
BE2C	H3K9me3	ct_2_36	38	116
BE2C	H3K9me3	ct_2_37	10455	26252
BE2C	H3K9me3	ct_2_38	5266	11714
BE2C	H3K9me3	ct_2_39	935	1909
BE2C	H3K9me3	ct_2_40	24460	53537
BE2C	H3K9me3	ct_2_41	336	818
BE2C	H3K9me3	ct_2_42	366	976
BE2C	H3K9me3	ct_2_43	7219	16041
BE2C	H3K9me3	ct_2_44(q_arm)	25722	59610
BE2C	H3K9me3	ct_3_1(p_arm)	161841	372608
BE2C	H3K9me3	ct_3_2	8023	19532
BE2C	H3K9me3	ct_3_3	1211	3097
BE2C	H3K9me3	ct_3_4	33	98
BE2C	H3K9me3	ct_3_5	699	1777
BE2C	H3K9me3	ct_3_6	71	207
BE2C	H3K9me3	ct_3_7	360	954
BE2C	H3K9me3	ct_3_8(q_arm)	197299	438070
BE2C	H3K9me3	ct_4_1(p_arm)	166438	370964
BE2C	H3K9me3	ct_4_2	825	2700
BE2C	H3K9me3	ct_4_3	235	845
BE2C	H3K9me3	ct_4_4	361	1065
BE2C	H3K9me3	ct_4_5	237	474
BE2C	H3K9me3	ct_4_6	2	4
BE2C	H3K9me3	ct_4_8	36	124
BE2C	H3K9me3	ct_4_9	1431	3714
BE2C	H3K9me3	ct_4_10	287	1025
BE2C	H3K9me3	ct_4_11	272	888
BE2C	H3K9me3	ct_4_12	1	6
BE2C	H3K9me3	ct_4_13	2020	5380
BE2C	H3K9me3	ct_4_14	107	258
BE2C	H3K9me3	ct_4_15	84610	198743
